id,AGE,AREA_KM2,NAME,POP,FIPS,time,SEX
2080,59,364485,Japan,886096,JA,2030,Male
2081,60,364485,Japan,858928,JA,2030,Male
2082,61,364485,Japan,856998,JA,2030,Male
2083,62,364485,Japan,834704,JA,2030,Male
2084,63,364485,Japan,780221,JA,2030,Male
2085,64,364485,Japan,685676,JA,2030,Male
2086,65,364485,Japan,782376,JA,2030,Male
2087,66,364485,Japan,750773,JA,2030,Male
2088,67,364485,Japan,724212,JA,2030,Male
2089,68,364485,Japan,697171,JA,2030,Male
2090,69,364485,Japan,689479,JA,2030,Male
2091,70,364485,Japan,688398,JA,2030,Male
2092,71,364485,Japan,692946,JA,2030,Male
2093,72,364485,Japan,665176,JA,2030,Male
2094,73,364485,Japan,648749,JA,2030,Male
2095,74,364485,Japan,670597,JA,2030,Male
2096,75,364485,Japan,675795,JA,2030,Male
2097,76,364485,Japan,673728,JA,2030,Male
2098,77,364485,Japan,694116,JA,2030,Male
2099,78,364485,Japan,711492,JA,2030,Male
2100,79,364485,Japan,733051,JA,2030,Male
2101,80,364485,Japan,761482,JA,2030,Male
2102,81,364485,Japan,780930,JA,2030,Male
2103,82,364485,Japan,731782,JA,2030,Male
2104,83,364485,Japan,608435,JA,2030,Male
2105,84,364485,Japan,407035,JA,2030,Male
2106,85,364485,Japan,418398,JA,2030,Male
2107,86,364485,Japan,440062,JA,2030,Male
2108,87,364485,Japan,397811,JA,2030,Male
2109,88,364485,Japan,367366,JA,2030,Male
2110,89,364485,Japan,315812,JA,2030,Male
2111,90,364485,Japan,252453,JA,2030,Male
2112,91,364485,Japan,196222,JA,2030,Male
2113,92,364485,Japan,179080,JA,2030,Male
2114,93,364485,Japan,154990,JA,2030,Male
2115,94,364485,Japan,126503,JA,2030,Male
2116,95,364485,Japan,98043,JA,2030,Male
2117,96,364485,Japan,75313,JA,2030,Male
2118,97,364485,Japan,58440,JA,2030,Male
2119,98,364485,Japan,43671,JA,2030,Male
2120,99,364485,Japan,31104,JA,2030,Male
2121,100,364485,Japan,58525,JA,2030,Male
2122,0,364485,Japan,430456,JA,2031,Male
2123,1,364485,Japan,432517,JA,2031,Male
2124,2,364485,Japan,434821,JA,2031,Male
2125,3,364485,Japan,436978,JA,2031,Male
2126,4,364485,Japan,439251,JA,2031,Male
2127,5,364485,Japan,442016,JA,2031,Male
2128,6,364485,Japan,445628,JA,2031,Male
2129,7,364485,Japan,450130,JA,2031,Male
2130,8,364485,Japan,455215,JA,2031,Male
2131,9,364485,Japan,460792,JA,2031,Male
2132,10,364485,Japan,466990,JA,2031,Male
2133,11,364485,Japan,474115,JA,2031,Male
2134,12,364485,Japan,482250,JA,2031,Male
2135,13,364485,Japan,491155,JA,2031,Male
2136,14,364485,Japan,500367,JA,2031,Male
2137,15,364485,Japan,509862,JA,2031,Male
2138,16,364485,Japan,519795,JA,2031,Male
2139,17,364485,Japan,530109,JA,2031,Male
2140,18,364485,Japan,540821,JA,2031,Male
2141,19,364485,Japan,551438,JA,2031,Male
2142,20,364485,Japan,561085,JA,2031,Male
2143,21,364485,Japan,569888,JA,2031,Male
2144,22,364485,Japan,578629,JA,2031,Male
2145,23,364485,Japan,582063,JA,2031,Male
2146,24,364485,Japan,578934,JA,2031,Male
2147,25,364485,Japan,565713,JA,2031,Male
2148,26,364485,Japan,568965,JA,2031,Male
2149,27,364485,Japan,587354,JA,2031,Male
2150,28,364485,Japan,598928,JA,2031,Male
2151,29,364485,Japan,608836,JA,2031,Male
2152,30,364485,Japan,616563,JA,2031,Male
2153,31,364485,Japan,615563,JA,2031,Male
2154,32,364485,Japan,653182,JA,2031,Male
2155,33,364485,Japan,656020,JA,2031,Male
2156,34,364485,Japan,656986,JA,2031,Male
2157,35,364485,Japan,669145,JA,2031,Male
2158,36,364485,Japan,672249,JA,2031,Male
2159,37,364485,Japan,621110,JA,2031,Male
2160,38,364485,Japan,614573,JA,2031,Male
2161,39,364485,Japan,624946,JA,2031,Male
2162,40,364485,Japan,612662,JA,2031,Male
2163,41,364485,Japan,603870,JA,2031,Male
2164,42,364485,Japan,614141,JA,2031,Male
2165,43,364485,Japan,641165,JA,2031,Male
2166,44,364485,Japan,663306,JA,2031,Male
2167,45,364485,Japan,678955,JA,2031,Male
2168,46,364485,Japan,699686,JA,2031,Male
2169,47,364485,Japan,718233,JA,2031,Male
2170,48,364485,Japan,720985,JA,2031,Male
2171,49,364485,Japan,722483,JA,2031,Male
2172,50,364485,Japan,740538,JA,2031,Male
2173,51,364485,Japan,773340,JA,2031,Male
2174,52,364485,Japan,758713,JA,2031,Male
2175,53,364485,Japan,784570,JA,2031,Male
2176,54,364485,Japan,805240,JA,2031,Male
2177,55,364485,Japan,830646,JA,2031,Male
2178,56,364485,Japan,876421,JA,2031,Male
2179,57,364485,Japan,933983,JA,2031,Male
2180,58,364485,Japan,934374,JA,2031,Male
2181,59,364485,Japan,909156,JA,2031,Male
2182,60,364485,Japan,882612,JA,2031,Male
2183,61,364485,Japan,855231,JA,2031,Male
2184,62,364485,Japan,852903,JA,2031,Male
2185,63,364485,Japan,830530,JA,2031,Male
2186,64,364485,Japan,776018,JA,2031,Male
2187,65,364485,Japan,681406,JA,2031,Male
2188,66,364485,Japan,777057,JA,2031,Male
2189,67,364485,Japan,745199,JA,2031,Male
2190,68,364485,Japan,718243,JA,2031,Male
2191,69,364485,Japan,690877,JA,2031,Male
2192,70,364485,Japan,682712,JA,2031,Male
2193,71,364485,Japan,680851,JA,2031,Male
2194,72,364485,Japan,684277,JA,2031,Male
2195,73,364485,Japan,655867,JA,2031,Male
2196,74,364485,Japan,638600,JA,2031,Male
2197,75,364485,Japan,658753,JA,2031,Male
2198,76,364485,Japan,662131,JA,2031,Male
2199,77,364485,Japan,658406,JA,2031,Male
2200,78,364485,Japan,676383,JA,2031,Male
2201,79,364485,Japan,690863,JA,2031,Male
2202,80,364485,Japan,708985,JA,2031,Male
2203,81,364485,Japan,733367,JA,2031,Male
2204,82,364485,Japan,748770,JA,2031,Male
2205,83,364485,Japan,697827,JA,2031,Male
2206,84,364485,Japan,576556,JA,2031,Male
2207,85,364485,Japan,383044,JA,2031,Male
2208,86,364485,Japan,390992,JA,2031,Male
2209,87,364485,Japan,408211,JA,2031,Male
2210,88,364485,Japan,365629,JA,2031,Male
2211,89,364485,Japan,334063,JA,2031,Male
2212,90,364485,Japan,284340,JA,2031,Male
2213,91,364485,Japan,224777,JA,2031,Male
2214,92,364485,Japan,172411,JA,2031,Male
2215,93,364485,Japan,154996,JA,2031,Male
2216,94,364485,Japan,131927,JA,2031,Male
2217,95,364485,Japan,105981,JA,2031,Male
2218,96,364485,Japan,80673,JA,2031,Male
2219,97,364485,Japan,60774,JA,2031,Male
2220,98,364485,Japan,46182,JA,2031,Male
2221,99,364485,Japan,33752,JA,2031,Male
2222,100,364485,Japan,64167,JA,2031,Male
2223,0,364485,Japan,428794,JA,2032,Male
2224,1,364485,Japan,430374,JA,2032,Male
2225,2,364485,Japan,432446,JA,2032,Male
2226,3,364485,Japan,434778,JA,2032,Male
2227,4,364485,Japan,436942,JA,2032,Male
2228,5,364485,Japan,439219,JA,2032,Male
2229,6,364485,Japan,441987,JA,2032,Male
2230,7,364485,Japan,445602,JA,2032,Male
2231,8,364485,Japan,450106,JA,2032,Male
2232,9,364485,Japan,455191,JA,2032,Male
2233,10,364485,Japan,460770,JA,2032,Male
2234,11,364485,Japan,466969,JA,2032,Male
2235,12,364485,Japan,474095,JA,2032,Male
2236,13,364485,Japan,482225,JA,2032,Male
2237,14,364485,Japan,491124,JA,2032,Male
2238,15,364485,Japan,500331,JA,2032,Male
2239,16,364485,Japan,509805,JA,2032,Male
2240,17,364485,Japan,519718,JA,2032,Male
2241,18,364485,Japan,530016,JA,2032,Male
2242,19,364485,Japan,540713,JA,2032,Male
2243,20,364485,Japan,551313,JA,2032,Male
2244,21,364485,Japan,560943,JA,2032,Male
2245,22,364485,Japan,569729,JA,2032,Male
2246,23,364485,Japan,578467,JA,2032,Male
2247,24,364485,Japan,581904,JA,2032,Male
2248,25,364485,Japan,578779,JA,2032,Male
2249,26,364485,Japan,565563,JA,2032,Male
2250,27,364485,Japan,568809,JA,2032,Male
2251,28,364485,Japan,587185,JA,2032,Male
2252,29,364485,Japan,598744,JA,2032,Male
2253,30,364485,Japan,608645,JA,2032,Male
2254,31,364485,Japan,616373,JA,2032,Male
2255,32,364485,Japan,615363,JA,2032,Male
2256,33,364485,Japan,652969,JA,2032,Male
2257,34,364485,Japan,655794,JA,2032,Male
2258,35,364485,Japan,656732,JA,2032,Male
2259,36,364485,Japan,668877,JA,2032,Male
2260,37,364485,Japan,671960,JA,2032,Male
2261,38,364485,Japan,620816,JA,2032,Male
2262,39,364485,Japan,614253,JA,2032,Male
2263,40,364485,Japan,624590,JA,2032,Male
2264,41,364485,Japan,612280,JA,2032,Male
2265,42,364485,Japan,603460,JA,2032,Male
2266,43,364485,Japan,613693,JA,2032,Male
2267,44,364485,Japan,640645,JA,2032,Male
2268,45,364485,Japan,662711,JA,2032,Male
2269,46,364485,Japan,678291,JA,2032,Male
2270,47,364485,Japan,698926,JA,2032,Male
2271,48,364485,Japan,717382,JA,2032,Male
2272,49,364485,Japan,720054,JA,2032,Male
2273,50,364485,Japan,721431,JA,2032,Male
2274,51,364485,Japan,739350,JA,2032,Male
2275,52,364485,Japan,771982,JA,2032,Male
2276,53,364485,Japan,757234,JA,2032,Male
2277,54,364485,Japan,782900,JA,2032,Male
2278,55,364485,Japan,803364,JA,2032,Male
2279,56,364485,Japan,828505,JA,2032,Male
2280,57,364485,Japan,873931,JA,2032,Male
2281,58,364485,Japan,931042,JA,2032,Male
2282,59,364485,Japan,931099,JA,2032,Male
2283,60,364485,Japan,905683,JA,2032,Male
2284,61,364485,Japan,878921,JA,2032,Male
2285,62,364485,Japan,851261,JA,2032,Male
2286,63,364485,Japan,848755,JA,2032,Male
2287,64,364485,Japan,826177,JA,2032,Male
2288,65,364485,Japan,771313,JA,2032,Male
2289,66,364485,Japan,676892,JA,2032,Male
2290,67,364485,Japan,771431,JA,2032,Male
2291,68,364485,Japan,739206,JA,2032,Male
2292,69,364485,Japan,711914,JA,2032,Male
2293,70,364485,Japan,684251,JA,2032,Male
2294,71,364485,Japan,675395,JA,2032,Male
2295,72,364485,Japan,672522,JA,2032,Male
2296,73,364485,Japan,674909,JA,2032,Male
2297,74,364485,Japan,645825,JA,2032,Male
2298,75,364485,Japan,627557,JA,2032,Male
2299,76,364485,Japan,645710,JA,2032,Male
2300,77,364485,Japan,647379,JA,2032,Male
2301,78,364485,Japan,641921,JA,2032,Male
2302,79,364485,Japan,657155,JA,2032,Male
2303,80,364485,Japan,668616,JA,2032,Male
2304,81,364485,Japan,683299,JA,2032,Male
2305,82,364485,Japan,703714,JA,2032,Male
2306,83,364485,Japan,714644,JA,2032,Male
2307,84,364485,Japan,661899,JA,2032,Male
2308,85,364485,Japan,543149,JA,2032,Male
2309,86,364485,Japan,358365,JA,2032,Male
2310,87,364485,Japan,363142,JA,2032,Male
2311,88,364485,Japan,375697,JA,2032,Male
2312,89,364485,Japan,332982,JA,2032,Male
2313,90,364485,Japan,301257,JA,2032,Male
2314,91,364485,Japan,253608,JA,2032,Male
2315,92,364485,Japan,197873,JA,2032,Male
2316,93,364485,Japan,149533,JA,2032,Male
2317,94,364485,Japan,132230,JA,2032,Male
2318,95,364485,Japan,110789,JA,2032,Male
2319,96,364485,Japan,87428,JA,2032,Male
2320,97,364485,Japan,65275,JA,2032,Male
2321,98,364485,Japan,48166,JA,2032,Male
2322,99,364485,Japan,35800,JA,2032,Male
2323,100,364485,Japan,70277,JA,2032,Male
2324,0,364485,Japan,427367,JA,2033,Male
2325,1,364485,Japan,428714,JA,2033,Male
2326,2,364485,Japan,430305,JA,2033,Male
2327,3,364485,Japan,432404,JA,2033,Male
2328,4,364485,Japan,434744,JA,2033,Male
2329,5,364485,Japan,436910,JA,2033,Male
2330,6,364485,Japan,439191,JA,2033,Male
2331,7,364485,Japan,441961,JA,2033,Male
2332,8,364485,Japan,445580,JA,2033,Male
2333,9,364485,Japan,450083,JA,2033,Male
2334,10,364485,Japan,455169,JA,2033,Male
2335,11,364485,Japan,460749,JA,2033,Male
2336,12,364485,Japan,466950,JA,2033,Male
2337,13,364485,Japan,474071,JA,2033,Male
2338,14,364485,Japan,482195,JA,2033,Male
2339,15,364485,Japan,491090,JA,2033,Male
2340,16,364485,Japan,500277,JA,2033,Male
2341,17,364485,Japan,509731,JA,2033,Male
2342,18,364485,Japan,519630,JA,2033,Male
2343,19,364485,Japan,529913,JA,2033,Male
2344,20,364485,Japan,540595,JA,2033,Male
2345,21,364485,Japan,551177,JA,2033,Male
2346,22,364485,Japan,560791,JA,2033,Male
2347,23,364485,Japan,569574,JA,2033,Male
2348,24,364485,Japan,578315,JA,2033,Male
2349,25,364485,Japan,581753,JA,2033,Male
2350,26,364485,Japan,578630,JA,2033,Male
2351,27,364485,Japan,565412,JA,2033,Male
2352,28,364485,Japan,568651,JA,2033,Male
2353,29,364485,Japan,587010,JA,2033,Male
2354,30,364485,Japan,598563,JA,2033,Male
2355,31,364485,Japan,608463,JA,2033,Male
2356,32,364485,Japan,616180,JA,2033,Male
2357,33,364485,Japan,615168,JA,2033,Male
2358,34,364485,Japan,652751,JA,2033,Male
2359,35,364485,Japan,655548,JA,2033,Male
2360,36,364485,Japan,656477,JA,2033,Male
2361,37,364485,Japan,668600,JA,2033,Male
2362,38,364485,Japan,671651,JA,2033,Male
2363,39,364485,Japan,620504,JA,2033,Male
2364,40,364485,Japan,613915,JA,2033,Male
2365,41,364485,Japan,624213,JA,2033,Male
2366,42,364485,Japan,611877,JA,2033,Male
2367,43,364485,Japan,603034,JA,2033,Male
2368,44,364485,Japan,613211,JA,2033,Male
2369,45,364485,Japan,640088,JA,2033,Male
2370,46,364485,Japan,662083,JA,2033,Male
2371,47,364485,Japan,677577,JA,2033,Male
2372,48,364485,Japan,698122,JA,2033,Male
2373,49,364485,Japan,716484,JA,2033,Male
2374,50,364485,Japan,719037,JA,2033,Male
2375,51,364485,Japan,720308,JA,2033,Male
2376,52,364485,Japan,738091,JA,2033,Male
2377,53,364485,Japan,770521,JA,2033,Male
2378,54,364485,Japan,755669,JA,2033,Male
2379,55,364485,Japan,781129,JA,2033,Male
2380,56,364485,Japan,801352,JA,2033,Male
2381,57,364485,Japan,826217,JA,2033,Male
2382,58,364485,Japan,871256,JA,2033,Male
2383,59,364485,Japan,927872,JA,2033,Male
2384,60,364485,Japan,927643,JA,2033,Male
2385,61,364485,Japan,902003,JA,2033,Male
2386,62,364485,Japan,874956,JA,2033,Male
2387,63,364485,Japan,847236,JA,2033,Male
2388,64,364485,Japan,844424,JA,2033,Male
2389,65,364485,Japan,821301,JA,2033,Male
2390,66,364485,Japan,766336,JA,2033,Male
2391,67,364485,Japan,672113,JA,2033,Male
2392,68,364485,Japan,765379,JA,2033,Male
2393,69,364485,Japan,732845,JA,2033,Male
2394,70,364485,Japan,705243,JA,2033,Male
2395,71,364485,Japan,677083,JA,2033,Male
2396,72,364485,Japan,667316,JA,2033,Male
2397,73,364485,Japan,663514,JA,2033,Male
2398,74,364485,Japan,664795,JA,2033,Male
2399,75,364485,Japan,634891,JA,2033,Male
2400,76,364485,Japan,615389,JA,2033,Male
2401,77,364485,Japan,631617,JA,2033,Male
2402,78,364485,Japan,631493,JA,2033,Male
2403,79,364485,Japan,624030,JA,2033,Male
2404,80,364485,Japan,636400,JA,2033,Male
2405,81,364485,Japan,644845,JA,2033,Male
2406,82,364485,Japan,656174,JA,2033,Male
2407,83,364485,Japan,672210,JA,2033,Male
2408,84,364485,Japan,678490,JA,2033,Male
2409,85,364485,Japan,624195,JA,2033,Male
2410,86,364485,Japan,508730,JA,2033,Male
2411,87,364485,Japan,333244,JA,2033,Male
2412,88,364485,Japan,334665,JA,2033,Male
2413,89,364485,Japan,342657,JA,2033,Male
2414,90,364485,Japan,300758,JA,2033,Male
2415,91,364485,Japan,269154,JA,2033,Male
2416,92,364485,Japan,223670,JA,2033,Male
2417,93,364485,Japan,171966,JA,2033,Male
2418,94,364485,Japan,127853,JA,2033,Male
2419,95,364485,Japan,111306,JA,2033,Male
2420,96,364485,Japan,91624,JA,2033,Male
2421,97,364485,Japan,70931,JA,2033,Male
2422,98,364485,Japan,51880,JA,2033,Male
2423,99,364485,Japan,37449,JA,2033,Male
2424,100,364485,Japan,76304,JA,2033,Male
2425,0,364485,Japan,425900,JA,2034,Male
2426,1,364485,Japan,427289,JA,2034,Male
2427,2,364485,Japan,428647,JA,2034,Male
2428,3,364485,Japan,430264,JA,2034,Male
2429,4,364485,Japan,432371,JA,2034,Male
2430,5,364485,Japan,434713,JA,2034,Male
2431,6,364485,Japan,436882,JA,2034,Male
2432,7,364485,Japan,439167,JA,2034,Male
2433,8,364485,Japan,441939,JA,2034,Male
2434,9,364485,Japan,445557,JA,2034,Male
2435,10,364485,Japan,450062,JA,2034,Male
2436,11,364485,Japan,455150,JA,2034,Male
2437,12,364485,Japan,460730,JA,2034,Male
2438,13,364485,Japan,466927,JA,2034,Male
2439,14,364485,Japan,474043,JA,2034,Male
2440,15,364485,Japan,482161,JA,2034,Male
2441,16,364485,Japan,491039,JA,2034,Male
2442,17,364485,Japan,500207,JA,2034,Male
2443,18,364485,Japan,509646,JA,2034,Male
2444,19,364485,Japan,519532,JA,2034,Male
2445,20,364485,Japan,529801,JA,2034,Male
2446,21,364485,Japan,540466,JA,2034,Male
2447,22,364485,Japan,551033,JA,2034,Male
2448,23,364485,Japan,560643,JA,2034,Male
2449,24,364485,Japan,569428,JA,2034,Male
2450,25,364485,Japan,578170,JA,2034,Male
2451,26,364485,Japan,581607,JA,2034,Male
2452,27,364485,Japan,578481,JA,2034,Male
2453,28,364485,Japan,565259,JA,2034,Male
2454,29,364485,Japan,568488,JA,2034,Male
2455,30,364485,Japan,586838,JA,2034,Male
2456,31,364485,Japan,598390,JA,2034,Male
2457,32,364485,Japan,608278,JA,2034,Male
2458,33,364485,Japan,615991,JA,2034,Male
2459,34,364485,Japan,614970,JA,2034,Male
2460,35,364485,Japan,652513,JA,2034,Male
2461,36,364485,Japan,655302,JA,2034,Male
2462,37,364485,Japan,656214,JA,2034,Male
2463,38,364485,Japan,668303,JA,2034,Male
2464,39,364485,Japan,671323,JA,2034,Male
2465,40,364485,Japan,620174,JA,2034,Male
2466,41,364485,Japan,613556,JA,2034,Male
2467,42,364485,Japan,623816,JA,2034,Male
2468,43,364485,Japan,611458,JA,2034,Male
2469,44,364485,Japan,602576,JA,2034,Male
2470,45,364485,Japan,612695,JA,2034,Male
2471,46,364485,Japan,639499,JA,2034,Male
2472,47,364485,Japan,661407,JA,2034,Male
2473,48,364485,Japan,676822,JA,2034,Male
2474,49,364485,Japan,697274,JA,2034,Male
2475,50,364485,Japan,715502,JA,2034,Male
2476,51,364485,Japan,717952,JA,2034,Male
2477,52,364485,Japan,719117,JA,2034,Male
2478,53,364485,Japan,736736,JA,2034,Male
2479,54,364485,Japan,768975,JA,2034,Male
2480,55,364485,Japan,754009,JA,2034,Male
2481,56,364485,Japan,779228,JA,2034,Male
2482,57,364485,Japan,799201,JA,2034,Male
2483,58,364485,Japan,823760,JA,2034,Male
2484,59,364485,Japan,868373,JA,2034,Male
2485,60,364485,Japan,924525,JA,2034,Male
2486,61,364485,Japan,923981,JA,2034,Male
2487,62,364485,Japan,898049,JA,2034,Male
2488,63,364485,Japan,870933,JA,2034,Male
2489,64,364485,Japan,843030,JA,2034,Male
2490,65,364485,Japan,839572,JA,2034,Male
2491,66,364485,Japan,816138,JA,2034,Male
2492,67,364485,Japan,761060,JA,2034,Male
2493,68,364485,Japan,666967,JA,2034,Male
2494,69,364485,Japan,758950,JA,2034,Male
2495,70,364485,Japan,726135,JA,2034,Male
2496,71,364485,Japan,698021,JA,2034,Male
2497,72,364485,Japan,669163,JA,2034,Male
2498,73,364485,Japan,658572,JA,2034,Male
2499,74,364485,Japan,653782,JA,2034,Male
2500,75,364485,Japan,653776,JA,2034,Male
2501,76,364485,Japan,622836,JA,2034,Male
2502,77,364485,Japan,602232,JA,2034,Male
2503,78,364485,Japan,616426,JA,2034,Male
2504,79,364485,Japan,614238,JA,2034,Male
2505,80,364485,Japan,604698,JA,2034,Male
2506,81,364485,Japan,614199,JA,2034,Male
2507,82,364485,Japan,619711,JA,2034,Male
2508,83,364485,Japan,627321,JA,2034,Male
2509,84,364485,Japan,638793,JA,2034,Male
2510,85,364485,Japan,640496,JA,2034,Male
2511,86,364485,Japan,585291,JA,2034,Male
2512,87,364485,Japan,473635,JA,2034,Male
2513,88,364485,Japan,307515,JA,2034,Male
2514,89,364485,Japan,305677,JA,2034,Male
2515,90,364485,Japan,309981,JA,2034,Male
2516,91,364485,Japan,269160,JA,2034,Male
2517,92,364485,Japan,237816,JA,2034,Male
2518,93,364485,Japan,194775,JA,2034,Male
2519,94,364485,Japan,147357,JA,2034,Male
2520,95,364485,Japan,107872,JA,2034,Male
2521,96,364485,Japan,92281,JA,2034,Male
2522,97,364485,Japan,74532,JA,2034,Male
2523,98,364485,Japan,56532,JA,2034,Male
2524,99,364485,Japan,40457,JA,2034,Male
2525,100,364485,Japan,82002,JA,2034,Male
2526,0,364485,Japan,424190,JA,2035,Male
2527,1,364485,Japan,425824,JA,2035,Male
2528,2,364485,Japan,427223,JA,2035,Male
2529,3,364485,Japan,428608,JA,2035,Male
2530,4,364485,Japan,430231,JA,2035,Male
2531,5,364485,Japan,432341,JA,2035,Male
2532,6,364485,Japan,434686,JA,2035,Male
2533,7,364485,Japan,436858,JA,2035,Male
2534,8,364485,Japan,439146,JA,2035,Male
2535,9,364485,Japan,441917,JA,2035,Male
2536,10,364485,Japan,445537,JA,2035,Male
2537,11,364485,Japan,450043,JA,2035,Male
2538,12,364485,Japan,455132,JA,2035,Male
2539,13,364485,Japan,460708,JA,2035,Male
2540,14,364485,Japan,466900,JA,2035,Male
2541,15,364485,Japan,474011,JA,2035,Male
2542,16,364485,Japan,482111,JA,2035,Male
2543,17,364485,Japan,490973,JA,2035,Male
2544,18,364485,Japan,500126,JA,2035,Male
2545,19,364485,Japan,509553,JA,2035,Male
2546,20,364485,Japan,519425,JA,2035,Male
2547,21,364485,Japan,529678,JA,2035,Male
2548,22,364485,Japan,540329,JA,2035,Male
2549,23,364485,Japan,550892,JA,2035,Male
2550,24,364485,Japan,560504,JA,2035,Male
2551,25,364485,Japan,569290,JA,2035,Male
2552,26,364485,Japan,578029,JA,2035,Male
2553,27,364485,Japan,581462,JA,2035,Male
2554,28,364485,Japan,578330,JA,2035,Male
2555,29,364485,Japan,565102,JA,2035,Male
2556,30,364485,Japan,568326,JA,2035,Male
2557,31,364485,Japan,586674,JA,2035,Male
2558,32,364485,Japan,598214,JA,2035,Male
2559,33,364485,Japan,608097,JA,2035,Male
2560,34,364485,Japan,615799,JA,2035,Male
2561,35,364485,Japan,614754,JA,2035,Male
2562,36,364485,Japan,652276,JA,2035,Male
2563,37,364485,Japan,655047,JA,2035,Male
2564,38,364485,Japan,655932,JA,2035,Male
2565,39,364485,Japan,667988,JA,2035,Male
2566,40,364485,Japan,670977,JA,2035,Male
2567,41,364485,Japan,619823,JA,2035,Male
2568,42,364485,Japan,613178,JA,2035,Male
2569,43,364485,Japan,623403,JA,2035,Male
2570,44,364485,Japan,611007,JA,2035,Male
2571,45,364485,Japan,602085,JA,2035,Male
2572,46,364485,Japan,612149,JA,2035,Male
2573,47,364485,Japan,638866,JA,2035,Male
2574,48,364485,Japan,660692,JA,2035,Male
2575,49,364485,Japan,676025,JA,2035,Male
2576,50,364485,Japan,696347,JA,2035,Male
2577,51,364485,Japan,714454,JA,2035,Male
2578,52,364485,Japan,716801,JA,2035,Male
2579,53,364485,Japan,717835,JA,2035,Male
2580,54,364485,Japan,735301,JA,2035,Male
2581,55,364485,Japan,767334,JA,2035,Male
2582,56,364485,Japan,752227,JA,2035,Male
2583,57,364485,Japan,777195,JA,2035,Male
2584,58,364485,Japan,796891,JA,2035,Male
2585,59,364485,Japan,821112,JA,2035,Male
2586,60,364485,Japan,865329,JA,2035,Male
2587,61,364485,Japan,920979,JA,2035,Male
2588,62,364485,Japan,920045,JA,2035,Male
2589,63,364485,Japan,894034,JA,2035,Male
2590,64,364485,Japan,866725,JA,2035,Male
2591,65,364485,Japan,838314,JA,2035,Male
2592,66,364485,Japan,834430,JA,2035,Male
2593,67,364485,Japan,810659,JA,2035,Male
2594,68,364485,Japan,755376,JA,2035,Male
2595,69,364485,Japan,661496,JA,2035,Male
2596,70,364485,Japan,752162,JA,2035,Male
2597,71,364485,Japan,718865,JA,2035,Male
2598,72,364485,Japan,690037,JA,2035,Male
2599,73,364485,Japan,660585,JA,2035,Male
2600,74,364485,Japan,649119,JA,2035,Male
2601,75,364485,Japan,643172,JA,2035,Male
2602,76,364485,Japan,641620,JA,2035,Male
2603,77,364485,Japan,609790,JA,2035,Male
2604,78,364485,Japan,588037,JA,2035,Male
2605,79,364485,Japan,599913,JA,2035,Male
2606,80,364485,Japan,595574,JA,2035,Male
2607,81,364485,Japan,583998,JA,2035,Male
2608,82,364485,Japan,590696,JA,2035,Male
2609,83,364485,Japan,592945,JA,2035,Male
2610,84,364485,Japan,596678,JA,2035,Male
2611,85,364485,Japan,603628,JA,2035,Male
2612,86,364485,Japan,601233,JA,2035,Male
2613,87,364485,Japan,545556,JA,2035,Male
2614,88,364485,Japan,437632,JA,2035,Male
2615,89,364485,Japan,281281,JA,2035,Male
2616,90,364485,Japan,276952,JA,2035,Male
2617,91,364485,Japan,277874,JA,2035,Male
2618,92,364485,Japan,238251,JA,2035,Male
2619,93,364485,Japan,207503,JA,2035,Male
2620,94,364485,Japan,167263,JA,2035,Male
2621,95,364485,Japan,124614,JA,2035,Male
2622,96,364485,Japan,89653,JA,2035,Male
2623,97,364485,Japan,75263,JA,2035,Male
2624,98,364485,Japan,59567,JA,2035,Male
2625,99,364485,Japan,44213,JA,2035,Male
2626,100,364485,Japan,88507,JA,2035,Male
2627,0,364485,Japan,422212,JA,2036,Male
2628,1,364485,Japan,424116,JA,2036,Male
2629,2,364485,Japan,425760,JA,2036,Male
2630,3,364485,Japan,427185,JA,2036,Male
2631,4,364485,Japan,428575,JA,2036,Male
2632,5,364485,Japan,430202,JA,2036,Male
2633,6,364485,Japan,432315,JA,2036,Male
2634,7,364485,Japan,434663,JA,2036,Male
2635,8,364485,Japan,436837,JA,2036,Male
2636,9,364485,Japan,439125,JA,2036,Male
2637,10,364485,Japan,441897,JA,2036,Male
2638,11,364485,Japan,445519,JA,2036,Male
2639,12,364485,Japan,450026,JA,2036,Male
2640,13,364485,Japan,455111,JA,2036,Male
2641,14,364485,Japan,460681,JA,2036,Male
2642,15,364485,Japan,466869,JA,2036,Male
2643,16,364485,Japan,473965,JA,2036,Male
2644,17,364485,Japan,482046,JA,2036,Male
2645,18,364485,Japan,490897,JA,2036,Male
2646,19,364485,Japan,500037,JA,2036,Male
2647,20,364485,Japan,509451,JA,2036,Male
2648,21,364485,Japan,519308,JA,2036,Male
2649,22,364485,Japan,529548,JA,2036,Male
2650,23,364485,Japan,540195,JA,2036,Male
2651,24,364485,Japan,550759,JA,2036,Male
2652,25,364485,Japan,560372,JA,2036,Male
2653,26,364485,Japan,569156,JA,2036,Male
2654,27,364485,Japan,577889,JA,2036,Male
2655,28,364485,Japan,581314,JA,2036,Male
2656,29,364485,Japan,578174,JA,2036,Male
2657,30,364485,Japan,564947,JA,2036,Male
2658,31,364485,Japan,568172,JA,2036,Male
2659,32,364485,Japan,586507,JA,2036,Male
2660,33,364485,Japan,598041,JA,2036,Male
2661,34,364485,Japan,607914,JA,2036,Male
