id,AGE,AREA_KM2,NAME,POP,FIPS,time,SEX
4895,46,364485,Japan,940050,JA,2017,Female
4896,47,364485,Japan,910889,JA,2017,Female
4897,48,364485,Japan,891374,JA,2017,Female
4898,49,364485,Japan,876821,JA,2017,Female
4899,50,364485,Japan,828723,JA,2017,Female
4900,51,364485,Japan,725614,JA,2017,Female
4901,52,364485,Japan,835040,JA,2017,Female
4902,53,364485,Japan,787907,JA,2017,Female
4903,54,364485,Japan,767536,JA,2017,Female
4904,55,364485,Japan,745054,JA,2017,Female
4905,56,364485,Japan,738330,JA,2017,Female
4906,57,364485,Japan,748879,JA,2017,Female
4907,58,364485,Japan,756952,JA,2017,Female
4908,59,364485,Japan,737250,JA,2017,Female
4909,60,364485,Japan,730084,JA,2017,Female
4910,61,364485,Japan,766691,JA,2017,Female
4911,62,364485,Japan,787126,JA,2017,Female
4912,63,364485,Japan,801488,JA,2017,Female
4913,64,364485,Japan,853303,JA,2017,Female
4914,65,364485,Japan,900938,JA,2017,Female
4915,66,364485,Japan,959485,JA,2017,Female
4916,67,364485,Japan,1037253,JA,2017,Female
4917,68,364485,Japan,1107967,JA,2017,Female
4918,69,364485,Japan,1085881,JA,2017,Female
4919,70,364485,Japan,943708,JA,2017,Female
4920,71,364485,Japan,665737,JA,2017,Female
4921,72,364485,Japan,744434,JA,2017,Female
4922,73,364485,Japan,848319,JA,2017,Female
4923,74,364485,Japan,829848,JA,2017,Female
4924,75,364485,Japan,835914,JA,2017,Female
4925,76,364485,Japan,794643,JA,2017,Female
4926,77,364485,Japan,711084,JA,2017,Female
4927,78,364485,Japan,643776,JA,2017,Female
4928,79,364485,Japan,675641,JA,2017,Female
4929,80,364485,Japan,678321,JA,2017,Female
4930,81,364485,Japan,660580,JA,2017,Female
4931,82,364485,Japan,617964,JA,2017,Female
4932,83,364485,Japan,582676,JA,2017,Female
4933,84,364485,Japan,561647,JA,2017,Female
4934,85,364485,Japan,528507,JA,2017,Female
4935,86,364485,Japan,486517,JA,2017,Female
4936,87,364485,Japan,441337,JA,2017,Female
4937,88,364485,Japan,403963,JA,2017,Female
4938,89,364485,Japan,364084,JA,2017,Female
4939,90,364485,Japan,325966,JA,2017,Female
4940,91,364485,Japan,287260,JA,2017,Female
4941,92,364485,Japan,242524,JA,2017,Female
4942,93,364485,Japan,199261,JA,2017,Female
4943,94,364485,Japan,166186,JA,2017,Female
4944,95,364485,Japan,134171,JA,2017,Female
4945,96,364485,Japan,106924,JA,2017,Female
4946,97,364485,Japan,83731,JA,2017,Female
4947,98,364485,Japan,55495,JA,2017,Female
4948,99,364485,Japan,42877,JA,2017,Female
4949,100,364485,Japan,93140,JA,2017,Female
4950,0,364485,Japan,465917,JA,2018,Female
4951,1,364485,Japan,474593,JA,2018,Female
4952,2,364485,Japan,483558,JA,2018,Female
4953,3,364485,Japan,492990,JA,2018,Female
4954,4,364485,Japan,502808,JA,2018,Female
4955,5,364485,Japan,513035,JA,2018,Female
4956,6,364485,Japan,523190,JA,2018,Female
4957,7,364485,Japan,532449,JA,2018,Female
4958,8,364485,Japan,540919,JA,2018,Female
4959,9,364485,Japan,549332,JA,2018,Female
4960,10,364485,Japan,552720,JA,2018,Female
4961,11,364485,Japan,549991,JA,2018,Female
4962,12,364485,Japan,536295,JA,2018,Female
4963,13,364485,Japan,527741,JA,2018,Female
4964,14,364485,Japan,541696,JA,2018,Female
4965,15,364485,Japan,553069,JA,2018,Female
4966,16,364485,Japan,562699,JA,2018,Female
4967,17,364485,Japan,570854,JA,2018,Female
4968,18,364485,Japan,573432,JA,2018,Female
4969,19,364485,Japan,573800,JA,2018,Female
4970,20,364485,Japan,576661,JA,2018,Female
4971,21,364485,Japan,578150,JA,2018,Female
4972,22,364485,Japan,578666,JA,2018,Female
4973,23,364485,Japan,588981,JA,2018,Female
4974,24,364485,Japan,589828,JA,2018,Female
4975,25,364485,Japan,584958,JA,2018,Female
4976,26,364485,Japan,596010,JA,2018,Female
4977,27,364485,Japan,603307,JA,2018,Female
4978,28,364485,Japan,616348,JA,2018,Female
4979,29,364485,Japan,639784,JA,2018,Female
4980,30,364485,Japan,663264,JA,2018,Female
4981,31,364485,Japan,685085,JA,2018,Female
4982,32,364485,Japan,704765,JA,2018,Female
4983,33,364485,Japan,742939,JA,2018,Female
4984,34,364485,Japan,761350,JA,2018,Female
4985,35,364485,Japan,765651,JA,2018,Female
4986,36,364485,Japan,766970,JA,2018,Female
4987,37,364485,Japan,780647,JA,2018,Female
4988,38,364485,Japan,795308,JA,2018,Female
4989,39,364485,Japan,815582,JA,2018,Female
4990,40,364485,Japan,844706,JA,2018,Female
4991,41,364485,Japan,866354,JA,2018,Female
4992,42,364485,Japan,903369,JA,2018,Female
4993,43,364485,Japan,934350,JA,2018,Female
4994,44,364485,Japan,974946,JA,2018,Female
4995,45,364485,Japan,984301,JA,2018,Female
4996,46,364485,Japan,965117,JA,2018,Female
4997,47,364485,Japan,939298,JA,2018,Female
4998,48,364485,Japan,910108,JA,2018,Female
4999,49,364485,Japan,890526,JA,2018,Female
5000,50,364485,Japan,875919,JA,2018,Female
5001,51,364485,Japan,827806,JA,2018,Female
5002,52,364485,Japan,724738,JA,2018,Female
5003,53,364485,Japan,833960,JA,2018,Female
5004,54,364485,Japan,786807,JA,2018,Female
5005,55,364485,Japan,766400,JA,2018,Female
5006,56,364485,Japan,743869,JA,2018,Female
5007,57,364485,Japan,737067,JA,2018,Female
5008,58,364485,Japan,747503,JA,2018,Female
5009,59,364485,Japan,755433,JA,2018,Female
5010,60,364485,Japan,735654,JA,2018,Female
5011,61,364485,Japan,728343,JA,2018,Female
5012,62,364485,Japan,764675,JA,2018,Female
5013,63,364485,Japan,785054,JA,2018,Female
5014,64,364485,Japan,799247,JA,2018,Female
5015,65,364485,Japan,850526,JA,2018,Female
5016,66,364485,Japan,897724,JA,2018,Female
5017,67,364485,Japan,955692,JA,2018,Female
5018,68,364485,Japan,1032646,JA,2018,Female
5019,69,364485,Japan,1102571,JA,2018,Female
5020,70,364485,Japan,1080113,JA,2018,Female
5021,71,364485,Japan,938019,JA,2018,Female
5022,72,364485,Japan,661162,JA,2018,Female
5023,73,364485,Japan,738679,JA,2018,Female
5024,74,364485,Japan,840988,JA,2018,Female
5025,75,364485,Japan,821769,JA,2018,Female
5026,76,364485,Japan,826471,JA,2018,Female
5027,77,364485,Japan,784389,JA,2018,Female
5028,78,364485,Japan,700621,JA,2018,Female
5029,79,364485,Japan,633076,JA,2018,Female
5030,80,364485,Japan,662694,JA,2018,Female
5031,81,364485,Japan,663342,JA,2018,Female
5032,82,364485,Japan,644004,JA,2018,Female
5033,83,364485,Japan,600142,JA,2018,Female
5034,84,364485,Japan,563338,JA,2018,Female
5035,85,364485,Japan,540135,JA,2018,Female
5036,86,364485,Japan,505252,JA,2018,Female
5037,87,364485,Japan,461876,JA,2018,Female
5038,88,364485,Japan,415740,JA,2018,Female
5039,89,364485,Japan,377036,JA,2018,Female
5040,90,364485,Japan,337020,JA,2018,Female
5041,91,364485,Japan,298986,JA,2018,Female
5042,92,364485,Japan,260134,JA,2018,Female
5043,93,364485,Japan,216532,JA,2018,Female
5044,94,364485,Japan,175223,JA,2018,Female
5045,95,364485,Japan,143981,JA,2018,Female
5046,96,364485,Japan,114263,JA,2018,Female
5047,97,364485,Japan,89285,JA,2018,Female
5048,98,364485,Japan,68432,JA,2018,Female
5049,99,364485,Japan,44309,JA,2018,Female
5050,100,364485,Japan,100744,JA,2018,Female
5051,0,364485,Japan,457426,JA,2019,Female
5052,1,364485,Japan,465816,JA,2019,Female
5053,2,364485,Japan,474504,JA,2019,Female
5054,3,364485,Japan,483500,JA,2019,Female
5055,4,364485,Japan,492942,JA,2019,Female
5056,5,364485,Japan,502766,JA,2019,Female
5057,6,364485,Japan,512996,JA,2019,Female
5058,7,364485,Japan,523159,JA,2019,Female
5059,8,364485,Japan,532421,JA,2019,Female
5060,9,364485,Japan,540891,JA,2019,Female
5061,10,364485,Japan,549304,JA,2019,Female
5062,11,364485,Japan,552697,JA,2019,Female
5063,12,364485,Japan,549968,JA,2019,Female
5064,13,364485,Japan,536266,JA,2019,Female
5065,14,364485,Japan,527713,JA,2019,Female
5066,15,364485,Japan,541663,JA,2019,Female
5067,16,364485,Japan,553027,JA,2019,Female
5068,17,364485,Japan,562644,JA,2019,Female
5069,18,364485,Japan,570792,JA,2019,Female
5070,19,364485,Japan,573362,JA,2019,Female
5071,20,364485,Japan,573713,JA,2019,Female
5072,21,364485,Japan,576565,JA,2019,Female
5073,22,364485,Japan,578052,JA,2019,Female
5074,23,364485,Japan,578560,JA,2019,Female
5075,24,364485,Japan,588874,JA,2019,Female
5076,25,364485,Japan,589720,JA,2019,Female
5077,26,364485,Japan,584838,JA,2019,Female
5078,27,364485,Japan,595887,JA,2019,Female
5079,28,364485,Japan,603187,JA,2019,Female
5080,29,364485,Japan,616216,JA,2019,Female
5081,30,364485,Japan,639647,JA,2019,Female
5082,31,364485,Japan,663115,JA,2019,Female
5083,32,364485,Japan,684914,JA,2019,Female
5084,33,364485,Japan,704585,JA,2019,Female
5085,34,364485,Japan,742739,JA,2019,Female
5086,35,364485,Japan,761125,JA,2019,Female
5087,36,364485,Japan,765413,JA,2019,Female
5088,37,364485,Japan,766711,JA,2019,Female
5089,38,364485,Japan,780349,JA,2019,Female
5090,39,364485,Japan,794986,JA,2019,Female
5091,40,364485,Japan,815240,JA,2019,Female
5092,41,364485,Japan,844314,JA,2019,Female
5093,42,364485,Japan,865915,JA,2019,Female
5094,43,364485,Japan,902891,JA,2019,Female
5095,44,364485,Japan,933790,JA,2019,Female
5096,45,364485,Japan,974301,JA,2019,Female
5097,46,364485,Japan,983609,JA,2019,Female
5098,47,364485,Japan,964380,JA,2019,Female
5099,48,364485,Japan,938530,JA,2019,Female
5100,49,364485,Japan,909283,JA,2019,Female
5101,50,364485,Japan,889652,JA,2019,Female
5102,51,364485,Japan,874994,JA,2019,Female
5103,52,364485,Japan,826853,JA,2019,Female
5104,53,364485,Japan,723843,JA,2019,Female
5105,54,364485,Japan,832850,JA,2019,Female
5106,55,364485,Japan,785694,JA,2019,Female
5107,56,364485,Japan,765236,JA,2019,Female
5108,57,364485,Japan,742652,JA,2019,Female
5109,58,364485,Japan,735772,JA,2019,Female
5110,59,364485,Japan,746070,JA,2019,Female
5111,60,364485,Japan,753871,JA,2019,Female
5112,61,364485,Japan,733977,JA,2019,Female
5113,62,364485,Japan,726514,JA,2019,Female
5114,63,364485,Japan,762747,JA,2019,Female
5115,64,364485,Japan,782948,JA,2019,Female
5116,65,364485,Japan,796750,JA,2019,Female
5117,66,364485,Japan,847609,JA,2019,Female
5118,67,364485,Japan,894307,JA,2019,Female
5119,68,364485,Japan,951601,JA,2019,Female
5120,69,364485,Japan,1027793,JA,2019,Female
5121,70,364485,Japan,1096911,JA,2019,Female
5122,71,364485,Japan,1073814,JA,2019,Female
5123,72,364485,Japan,931780,JA,2019,Female
5124,73,364485,Japan,656211,JA,2019,Female
5125,74,364485,Japan,732489,JA,2019,Female
5126,75,364485,Japan,833041,JA,2019,Female
5127,76,364485,Japan,812757,JA,2019,Female
5128,77,364485,Japan,816109,JA,2019,Female
5129,78,364485,Japan,773170,JA,2019,Female
5130,79,364485,Japan,689290,JA,2019,Female
5131,80,364485,Japan,621265,JA,2019,Female
5132,81,364485,Japan,648441,JA,2019,Female
5133,82,364485,Japan,647117,JA,2019,Female
5134,83,364485,Japan,625892,JA,2019,Female
5135,84,364485,Japan,580711,JA,2019,Female
5136,85,364485,Japan,542283,JA,2019,Female
5137,86,364485,Japan,516935,JA,2019,Female
5138,87,364485,Japan,480266,JA,2019,Female
5139,88,364485,Japan,435712,JA,2019,Female
5140,89,364485,Japan,388669,JA,2019,Female
5141,90,364485,Japan,349639,JA,2019,Female
5142,91,364485,Japan,309735,JA,2019,Female
5143,92,364485,Japan,271366,JA,2019,Female
5144,93,364485,Japan,232855,JA,2019,Female
5145,94,364485,Japan,190964,JA,2019,Female
5146,95,364485,Japan,152291,JA,2019,Female
5147,96,364485,Japan,123041,JA,2019,Female
5148,97,364485,Japan,95778,JA,2019,Female
5149,98,364485,Japan,73276,JA,2019,Female
5150,99,364485,Japan,54889,JA,2019,Female
5151,100,364485,Japan,107813,JA,2019,Female
5152,0,364485,Japan,449680,JA,2020,Female
5153,1,364485,Japan,457329,JA,2020,Female
5154,2,364485,Japan,465731,JA,2020,Female
5155,3,364485,Japan,474449,JA,2020,Female
5156,4,364485,Japan,483455,JA,2020,Female
5157,5,364485,Japan,492902,JA,2020,Female
5158,6,364485,Japan,502729,JA,2020,Female
5159,7,364485,Japan,512966,JA,2020,Female
5160,8,364485,Japan,523133,JA,2020,Female
5161,9,364485,Japan,532394,JA,2020,Female
5162,10,364485,Japan,540865,JA,2020,Female
5163,11,364485,Japan,549282,JA,2020,Female
5164,12,364485,Japan,552675,JA,2020,Female
5165,13,364485,Japan,549939,JA,2020,Female
5166,14,364485,Japan,536238,JA,2020,Female
5167,15,364485,Japan,527683,JA,2020,Female
5168,16,364485,Japan,541623,JA,2020,Female
5169,17,364485,Japan,552975,JA,2020,Female
5170,18,364485,Japan,562586,JA,2020,Female
5171,19,364485,Japan,570725,JA,2020,Female
5172,20,364485,Japan,573280,JA,2020,Female
5173,21,364485,Japan,573622,JA,2020,Female
5174,22,364485,Japan,576472,JA,2020,Female
5175,23,364485,Japan,577950,JA,2020,Female
5176,24,364485,Japan,578461,JA,2020,Female
5177,25,364485,Japan,588771,JA,2020,Female
5178,26,364485,Japan,589604,JA,2020,Female
5179,27,364485,Japan,584723,JA,2020,Female
5180,28,364485,Japan,595774,JA,2020,Female
5181,29,364485,Japan,603064,JA,2020,Female
5182,30,364485,Japan,616089,JA,2020,Female
5183,31,364485,Japan,639511,JA,2020,Female
5184,32,364485,Japan,662956,JA,2020,Female
5185,33,364485,Japan,684748,JA,2020,Female
5186,34,364485,Japan,704404,JA,2020,Female
5187,35,364485,Japan,742530,JA,2020,Female
5188,36,364485,Japan,760900,JA,2020,Female
5189,37,364485,Japan,765166,JA,2020,Female
5190,38,364485,Japan,766432,JA,2020,Female
5191,39,364485,Japan,780048,JA,2020,Female
5192,40,364485,Japan,794668,JA,2020,Female
5193,41,364485,Japan,814880,JA,2020,Female
5194,42,364485,Japan,843907,JA,2020,Female
5195,43,364485,Japan,865477,JA,2020,Female
5196,44,364485,Japan,902376,JA,2020,Female
5197,45,364485,Japan,933202,JA,2020,Female
5198,46,364485,Japan,973647,JA,2020,Female
5199,47,364485,Japan,982894,JA,2020,Female
5200,48,364485,Japan,963627,JA,2020,Female
5201,49,364485,Japan,937718,JA,2020,Female
5202,50,364485,Japan,908433,JA,2020,Female
5203,51,364485,Japan,888756,JA,2020,Female
5204,52,364485,Japan,874033,JA,2020,Female
5205,53,364485,Japan,825879,JA,2020,Female
5206,54,364485,Japan,722923,JA,2020,Female
5207,55,364485,Japan,831726,JA,2020,Female
5208,56,364485,Japan,784554,JA,2020,Female
5209,57,364485,Japan,764039,JA,2020,Female
5210,58,364485,Japan,741405,JA,2020,Female
5211,59,364485,Japan,734424,JA,2020,Female
5212,60,364485,Japan,744595,JA,2020,Female
5213,61,364485,Japan,752229,JA,2020,Female
5214,62,364485,Japan,732216,JA,2020,Female
5215,63,364485,Japan,724760,JA,2020,Female
5216,64,364485,Japan,760784,JA,2020,Female
5217,65,364485,Japan,780600,JA,2020,Female
5218,66,364485,Japan,794123,JA,2020,Female
5219,67,364485,Japan,844502,JA,2020,Female
5220,68,364485,Japan,890617,JA,2020,Female
5221,69,364485,Japan,947285,JA,2020,Female
5222,70,364485,Japan,1022694,JA,2020,Female
5223,71,364485,Japan,1090725,JA,2020,Female
5224,72,364485,Japan,1066902,JA,2020,Female
5225,73,364485,Japan,925019,JA,2020,Female
5226,74,364485,Japan,650879,JA,2020,Female
5227,75,364485,Japan,725771,JA,2020,Female
5228,76,364485,Japan,824171,JA,2020,Female
5229,77,364485,Japan,802858,JA,2020,Female
5230,78,364485,Japan,804760,JA,2020,Female
5231,79,364485,Japan,761003,JA,2020,Female
5232,80,364485,Japan,676772,JA,2020,Female
5233,81,364485,Japan,608250,JA,2020,Female
5234,82,364485,Japan,632981,JA,2020,Female
5235,83,364485,Japan,629370,JA,2020,Female
5236,84,364485,Japan,606123,JA,2020,Female
5237,85,364485,Japan,559532,JA,2020,Female
5238,86,364485,Japan,519546,JA,2020,Female
5239,87,364485,Japan,491975,JA,2020,Female
5240,88,364485,Japan,453695,JA,2020,Female
5241,89,364485,Japan,407995,JA,2020,Female
5242,90,364485,Japan,361062,JA,2020,Female
5243,91,364485,Japan,321953,JA,2020,Female
5244,92,364485,Japan,281745,JA,2020,Female
5245,93,364485,Japan,243523,JA,2020,Female
5246,94,364485,Japan,205942,JA,2020,Female
5247,95,364485,Japan,166486,JA,2020,Female
5248,96,364485,Japan,130583,JA,2020,Female
5249,97,364485,Japan,103520,JA,2020,Female
5250,98,364485,Japan,78927,JA,2020,Female
5251,99,364485,Japan,59037,JA,2020,Female
5252,100,364485,Japan,121570,JA,2020,Female
5253,0,364485,Japan,442886,JA,2021,Female
5254,1,364485,Japan,449588,JA,2021,Female
5255,2,364485,Japan,457248,JA,2021,Female
5256,3,364485,Japan,465679,JA,2021,Female
5257,4,364485,Japan,474406,JA,2021,Female
5258,5,364485,Japan,483417,JA,2021,Female
5259,6,364485,Japan,492867,JA,2021,Female
5260,7,364485,Japan,502701,JA,2021,Female
5261,8,364485,Japan,512941,JA,2021,Female
5262,9,364485,Japan,523107,JA,2021,Female
5263,10,364485,Japan,532370,JA,2021,Female
5264,11,364485,Japan,540843,JA,2021,Female
5265,12,364485,Japan,549261,JA,2021,Female
5266,13,364485,Japan,552648,JA,2021,Female
5267,14,364485,Japan,549911,JA,2021,Female
5268,15,364485,Japan,536209,JA,2021,Female
5269,16,364485,Japan,527645,JA,2021,Female
5270,17,364485,Japan,541575,JA,2021,Female
5271,18,364485,Japan,552920,JA,2021,Female
5272,19,364485,Japan,562523,JA,2021,Female
5273,20,364485,Japan,570647,JA,2021,Female
5274,21,364485,Japan,573194,JA,2021,Female
5275,22,364485,Japan,573533,JA,2021,Female
5276,23,364485,Japan,576376,JA,2021,Female
5277,24,364485,Japan,577855,JA,2021,Female
5278,25,364485,Japan,578364,JA,2021,Female
5279,26,364485,Japan,588660,JA,2021,Female
5280,27,364485,Japan,589494,JA,2021,Female
5281,28,364485,Japan,584617,JA,2021,Female
5282,29,364485,Japan,595658,JA,2021,Female
5283,30,364485,Japan,602946,JA,2021,Female
5284,31,364485,Japan,615963,JA,2021,Female
5285,32,364485,Japan,639365,JA,2021,Female
5286,33,364485,Japan,662803,JA,2021,Female
5287,34,364485,Japan,684579,JA,2021,Female
5288,35,364485,Japan,704215,JA,2021,Female
5289,36,364485,Japan,742320,JA,2021,Female
5290,37,364485,Japan,760666,JA,2021,Female
5291,38,364485,Japan,764901,JA,2021,Female
5292,39,364485,Japan,766150,JA,2021,Female
5293,40,364485,Japan,779751,JA,2021,Female
5294,41,364485,Japan,794333,JA,2021,Female
5295,42,364485,Japan,814505,JA,2021,Female
5296,43,364485,Japan,843500,JA,2021,Female
5297,44,364485,Japan,865006,JA,2021,Female
5298,45,364485,Japan,901834,JA,2021,Female
5299,46,364485,Japan,932605,JA,2021,Female
5300,47,364485,Japan,972971,JA,2021,Female
5301,48,364485,Japan,982162,JA,2021,Female
5302,49,364485,Japan,962831,JA,2021,Female
5303,50,364485,Japan,936881,JA,2021,Female
5304,51,364485,Japan,907560,JA,2021,Female
5305,52,364485,Japan,887824,JA,2021,Female
5306,53,364485,Japan,873050,JA,2021,Female
5307,54,364485,Japan,824876,JA,2021,Female
5308,55,364485,Japan,721991,JA,2021,Female
5309,56,364485,Japan,830572,JA,2021,Female
5310,57,364485,Japan,783381,JA,2021,Female
5311,58,364485,Japan,762811,JA,2021,Female
5312,59,364485,Japan,740106,JA,2021,Female
5313,60,364485,Japan,733035,JA,2021,Female
5314,61,364485,Japan,743044,JA,2021,Female
5315,62,364485,Japan,750503,JA,2021,Female
5316,63,364485,Japan,730522,JA,2021,Female
5317,64,364485,Japan,722969,JA,2021,Female
5318,65,364485,Japan,758592,JA,2021,Female
5319,66,364485,Japan,778124,JA,2021,Female
5320,67,364485,Japan,791319,JA,2021,Female
5321,68,364485,Japan,841142,JA,2021,Female
5322,69,364485,Japan,886716,JA,2021,Female
5323,70,364485,Japan,942740,JA,2021,Female
5324,71,364485,Japan,1017113,JA,2021,Female
5325,72,364485,Japan,1083925,JA,2021,Female
5326,73,364485,Japan,1059399,JA,2021,Female
5327,74,364485,Japan,917726,JA,2021,Female
5328,75,364485,Japan,645082,JA,2021,Female
5329,76,364485,Japan,718264,JA,2021,Female
5330,77,364485,Japan,814414,JA,2021,Female
5331,78,364485,Japan,791999,JA,2021,Female
5332,79,364485,Japan,792433,JA,2021,Female
5333,80,364485,Japan,747541,JA,2021,Female
5334,81,364485,Japan,662956,JA,2021,Female
5335,82,364485,Japan,594109,JA,2021,Female
5336,83,364485,Japan,616044,JA,2021,Female
5337,84,364485,Japan,609970,JA,2021,Female
5338,85,364485,Japan,584542,JA,2021,Female
5339,86,364485,Japan,536622,JA,2021,Female
5340,87,364485,Japan,495042,JA,2021,Female
5341,88,364485,Japan,465379,JA,2021,Female
5342,89,364485,Japan,425491,JA,2021,Female
5343,90,364485,Japan,379658,JA,2021,Female
5344,91,364485,Japan,333086,JA,2021,Female
5345,92,364485,Japan,293482,JA,2021,Female
5346,93,364485,Japan,253449,JA,2021,Female
5347,94,364485,Japan,215966,JA,2021,Female
5348,95,364485,Japan,180077,JA,2021,Female
5349,96,364485,Japan,143220,JA,2021,Female
5350,97,364485,Japan,110260,JA,2021,Female
5351,98,364485,Japan,85644,JA,2021,Female
5352,99,364485,Japan,63864,JA,2021,Female
5353,100,364485,Japan,135396,JA,2021,Female
5354,0,364485,Japan,436975,JA,2022,Female
5355,1,364485,Japan,442797,JA,2022,Female
5356,2,364485,Japan,449511,JA,2022,Female
5357,3,364485,Japan,457198,JA,2022,Female
5358,4,364485,Japan,465638,JA,2022,Female
5359,5,364485,Japan,474370,JA,2022,Female
5360,6,364485,Japan,483384,JA,2022,Female
5361,7,364485,Japan,492840,JA,2022,Female
5362,8,364485,Japan,502678,JA,2022,Female
5363,9,364485,Japan,512916,JA,2022,Female
5364,10,364485,Japan,523084,JA,2022,Female
5365,11,364485,Japan,532350,JA,2022,Female
5366,12,364485,Japan,540823,JA,2022,Female
5367,13,364485,Japan,549235,JA,2022,Female
5368,14,364485,Japan,552621,JA,2022,Female
5369,15,364485,Japan,549882,JA,2022,Female
5370,16,364485,Japan,536172,JA,2022,Female
5371,17,364485,Japan,527599,JA,2022,Female
5372,18,364485,Japan,541524,JA,2022,Female
5373,19,364485,Japan,552861,JA,2022,Female
5374,20,364485,Japan,562449,JA,2022,Female
5375,21,364485,Japan,570566,JA,2022,Female
5376,22,364485,Japan,573109,JA,2022,Female
5377,23,364485,Japan,573442,JA,2022,Female
5378,24,364485,Japan,576285,JA,2022,Female
5379,25,364485,Japan,577763,JA,2022,Female
5380,26,364485,Japan,578260,JA,2022,Female
5381,27,364485,Japan,588555,JA,2022,Female
5382,28,364485,Japan,589392,JA,2022,Female
5383,29,364485,Japan,584508,JA,2022,Female
5384,30,364485,Japan,595546,JA,2022,Female
5385,31,364485,Japan,602828,JA,2022,Female
5386,32,364485,Japan,615829,JA,2022,Female
5387,33,364485,Japan,639224,JA,2022,Female
5388,34,364485,Japan,662647,JA,2022,Female
5389,35,364485,Japan,684404,JA,2022,Female
5390,36,364485,Japan,704024,JA,2022,Female
5391,37,364485,Japan,742103,JA,2022,Female
5392,38,364485,Japan,760414,JA,2022,Female
5393,39,364485,Japan,764632,JA,2022,Female
5394,40,364485,Japan,765871,JA,2022,Female
5395,41,364485,Japan,779438,JA,2022,Female
5396,42,364485,Japan,793984,JA,2022,Female
5397,43,364485,Japan,814131,JA,2022,Female
5398,44,364485,Japan,843061,JA,2022,Female
5399,45,364485,Japan,864510,JA,2022,Female
5400,46,364485,Japan,901284,JA,2022,Female
5401,47,364485,Japan,931986,JA,2022,Female
5402,48,364485,Japan,972279,JA,2022,Female
5403,49,364485,Japan,981387,JA,2022,Female
5404,50,364485,Japan,962010,JA,2022,Female
5405,51,364485,Japan,936021,JA,2022,Female
5406,52,364485,Japan,906650,JA,2022,Female
5407,53,364485,Japan,886870,JA,2022,Female
5408,54,364485,Japan,872037,JA,2022,Female
5409,55,364485,Japan,823859,JA,2022,Female
5410,56,364485,Japan,721032,JA,2022,Female
5411,57,364485,Japan,829383,JA,2022,Female
5412,58,364485,Japan,782176,JA,2022,Female
5413,59,364485,Japan,761531,JA,2022,Female
5414,60,364485,Japan,738766,JA,2022,Female
5415,61,364485,Japan,731574,JA,2022,Female
5416,62,364485,Japan,741413,JA,2022,Female
5417,63,364485,Japan,748838,JA,2022,Female
5418,64,364485,Japan,728787,JA,2022,Female
5419,65,364485,Japan,720967,JA,2022,Female
5420,66,364485,Japan,756276,JA,2022,Female
5421,67,364485,Japan,775475,JA,2022,Female
5422,68,364485,Japan,788280,JA,2022,Female
5423,69,364485,Japan,837582,JA,2022,Female
5424,70,364485,Japan,882600,JA,2022,Female
5425,71,364485,Japan,937757,JA,2022,Female
5426,72,364485,Japan,1010969,JA,2022,Female
5427,73,364485,Japan,1076533,JA,2022,Female
5428,74,364485,Japan,1051291,JA,2022,Female
5429,75,364485,Japan,909785,JA,2022,Female
5430,76,364485,Japan,638596,JA,2022,Female
5431,77,364485,Japan,709996,JA,2022,Female
5432,78,364485,Japan,803694,JA,2022,Female
5433,79,364485,Japan,780183,JA,2022,Female
5434,80,364485,Japan,778774,JA,2022,Female
5435,81,364485,Japan,732664,JA,2022,Female
5436,82,364485,Japan,647920,JA,2022,Female
5437,83,364485,Japan,578594,JA,2022,Female
5438,84,364485,Japan,597503,JA,2022,Female
5439,85,364485,Japan,588760,JA,2022,Female
5440,86,364485,Japan,561160,JA,2022,Female
5441,87,364485,Japan,511890,JA,2022,Female
5442,88,364485,Japan,468884,JA,2022,Female
5443,89,364485,Japan,437094,JA,2022,Female
5444,90,364485,Japan,396582,JA,2022,Female
5445,91,364485,Japan,350865,JA,2022,Female
5446,92,364485,Japan,304250,JA,2022,Female
5447,93,364485,Japan,264623,JA,2022,Female
5448,94,364485,Japan,225356,JA,2022,Female
5449,95,364485,Japan,189382,JA,2022,Female
5450,96,364485,Japan,155396,JA,2022,Female
5451,97,364485,Japan,121348,JA,2022,Female
5452,98,364485,Japan,91567,JA,2022,Female
5453,99,364485,Japan,69585,JA,2022,Female
5454,100,364485,Japan,149882,JA,2022,Female
5455,0,364485,Japan,431655,JA,2023,Female
5456,1,364485,Japan,436890,JA,2023,Female
5457,2,364485,Japan,442723,JA,2023,Female
5458,3,364485,Japan,449464,JA,2023,Female
5459,4,364485,Japan,457158,JA,2023,Female
5460,5,364485,Japan,465604,JA,2023,Female
5461,6,364485,Japan,474339,JA,2023,Female
5462,7,364485,Japan,483358,JA,2023,Female
5463,8,364485,Japan,492818,JA,2023,Female
5464,9,364485,Japan,502656,JA,2023,Female
5465,10,364485,Japan,512893,JA,2023,Female
5466,11,364485,Japan,523065,JA,2023,Female
5467,12,364485,Japan,532331,JA,2023,Female
5468,13,364485,Japan,540798,JA,2023,Female
5469,14,364485,Japan,549210,JA,2023,Female
5470,15,364485,Japan,552592,JA,2023,Female
5471,16,364485,Japan,549847,JA,2023,Female
5472,17,364485,Japan,536127,JA,2023,Female
5473,18,364485,Japan,527551,JA,2023,Female
5474,19,364485,Japan,541469,JA,2023,Female
5475,20,364485,Japan,552792,JA,2023,Female
